Factor,Factor level,Scenario,Intervention,Outcome,Default value,Test value,Paired n,Default paired delta,Sensitivity paired delta,95% CI low,95% CI high,Effect retention,Direction consistency,Standardized paired effect,Robustness verdict
Repeat-contact delay,short,High load,Both,Patient-facing interaction share,180.0,90.0,20,-0.1471421374672993,-0.1420054181611,-0.1602614167282664,-0.1237494195939335,0.9650900863979844,1.0,-3.2727409350528336,stable
Repeat-contact delay,long,High load,Both,Selected coordination opportunities,180.0,360.0,20,93.75,87.8,81.43996650124677,94.16003349875322,0.9365333333333332,1.0,5.808278329664785,stable
Repeat-contact delay,short,High load,Both,Selected coordination opportunities,180.0,90.0,20,93.75,95.75,85.37292978168745,106.12707021831255,1.0213333333333334,1.0,3.882185951994065,stable
Repeat-contact delay,long,High load,Both,Staff–staff interaction share,180.0,360.0,20,0.1273473175513008,0.1357756266343916,0.1187029032599306,0.1528483500088525,1.066183640497143,1.0,3.3460414668646217,stable
Repeat-contact delay,short,High load,Both,Staff–staff interaction share,180.0,90.0,20,0.1273473175513008,0.1202763642955397,0.1015641016215937,0.1389886269694858,0.9444750514441532,1.0,2.7043711427361807,stable
Repeat-contact delay,long,High load,Both,Successful approaches,180.0,360.0,20,77.53,77.6,73.38090516068222,81.81909483931777,1.000902876305946,1.0,7.738463526796882,stable
Repeat-contact delay,short,High load,Both,Successful approaches,180.0,90.0,20,77.53,80.45,74.61578262137478,86.28421737862523,1.0376628401908938,1.0,5.801706416272703,stable
Repeat-contact delay,long,High load,Both,Visible staff encounters,180.0,360.0,20,16899.26,17056.1,16419.977527482904,17692.222472517093,1.009280879754498,1.0,11.281096178356645,stable
Repeat-contact delay,short,High load,Both,Visible staff encounters,180.0,90.0,20,16899.26,17496.3,16767.997025988134,18224.602974011865,1.0353293576168423,1.0,10.107562602859833,stable
Repeat-contact delay,long,High load,COCPIT only,Actionable visibility opportunities,180.0,360.0,20,523.11,519.5,466.8173176960698,572.1826823039302,0.993098965800692,1.0,4.148871460261208,stable
Repeat-contact delay,short,High load,COCPIT only,Actionable visibility opportunities,180.0,90.0,20,523.11,485.2,415.923729187519,554.4762708124811,0.9275295826881534,1.0,2.9467859972744828,stable
Repeat-contact delay,long,High load,COCPIT only,Approach attempts,180.0,360.0,20,93.1,88.85,81.09782148106265,96.60217851893734,0.9543501611170784,1.0,4.822208380987264,stable
Repeat-contact delay,short,High load,COCPIT only,Approach attempts,180.0,90.0,20,93.1,90.15,84.55495837934676,95.74504162065324,0.9683136412459722,1.0,6.779141767374546,stable
Repeat-contact delay,long,High load,COCPIT only,Bedside / patient-room interaction share,180.0,360.0,20,-0.0834972074189264,-0.0758600145497489,-0.0917876660474472,-0.0599323630520505,0.9085335533335892,1.0,-2.0038881801429045,stable
Repeat-contact delay,short,High load,COCPIT only,Bedside / patient-room interaction share,180.0,90.0,20,-0.0834972074189264,-0.079763742771192,-0.0986582399807704,-0.0608692455616136,0.9552863531231336,1.0,-1.7761616599497352,stable
Repeat-contact delay,long,High load,COCPIT only,Corridor interaction share,180.0,360.0,20,0.0756907846145798,0.0881176897274391,0.0658637192321325,0.1103716602227456,1.1641798955597775,1.0,1.6659727786575245,stable
Repeat-contact delay,short,High load,COCPIT only,Corridor interaction share,180.0,90.0,20,0.0756907846145798,0.0861226105197099,0.0680675267380462,0.1041776943013737,1.13782161141874,1.0,2.0069196446899404,stable
Repeat-contact delay,long,High load,COCPIT only,F2F interactions per hour,180.0,360.0,20,6.949999999999999,6.389999999999999,5.645566572203361,7.134433427796637,0.9194244604316546,1.0,3.6114973323909942,stable
Repeat-contact delay,short,High load,COCPIT only,F2F interactions per hour,180.0,90.0,20,6.949999999999999,6.305,5.400034029136425,7.209965970863575,0.9071942446043166,1.0,2.931332942048503,stable
Repeat-contact delay,long,High load,COCPIT only,Mean ED pressure index,180.0,360.0,20,0.0036871997955246,0.0307846189043209,-0.0057646792364994,0.0673339170451414,8.349050936075209,0.55,0.3543782397708663,stable
Repeat-contact delay,short,High load,COCPIT only,Mean ED pressure index,180.0,90.0,20,0.0036871997955246,0.014268140470679,-0.0117893972647654,0.0403256782061235,3.869641262184171,0.55,0.2303808135289174,stable
Repeat-contact delay,long,High load,COCPIT only,Patient-facing interaction share,180.0,360.0,20,-0.1388716288287287,-0.1218743577506578,-0.1414482301915728,-0.1023004853097429,0.8776044378435737,1.0,-2.6196778790579915,stable
Repeat-contact delay,short,High load,COCPIT only,Patient-facing interaction share,180.0,90.0,20,-0.1388716288287287,-0.1185944597978596,-0.1406845690639055,-0.0965043505318137,0.8539862374922021,1.0,-2.258805537315074,stable
Repeat-contact delay,long,High load,COCPIT only,Selected coordination opportunities,180.0,360.0,20,89.85,82.8,75.9280735252999,89.6719264747001,0.9215358931552587,1.0,5.0694884646650635,stable
Repeat-contact delay,short,High load,COCPIT only,Selected coordination opportunities,180.0,90.0,20,89.85,85.25,78.19188701228377,92.30811298771624,0.9488035614913746,1.0,5.081806072674949,stable
Repeat-contact delay,long,High load,COCPIT only,Staff–staff interaction share,180.0,360.0,20,0.1209721971176227,0.1084015551008442,0.0922779895720547,0.1245251206296337,0.8960865197434094,1.0,2.828698968568956,stable
Repeat-contact delay,short,High load,COCPIT only,Staff–staff interaction share,180.0,90.0,20,0.1209721971176227,0.0991431865597568,0.077505584959777,0.1207807881597366,0.8195534918106743,1.0,1.9278181284035096,stable
Repeat-contact delay,long,High load,COCPIT only,Successful approaches,180.0,360.0,20,74.72,69.45,62.978288943409176,75.92171105659084,0.9294700214132764,1.0,4.515079874066937,stable
Repeat-contact delay,short,High load,COCPIT only,Successful approaches,180.0,90.0,20,74.72,72.0,66.29451971669712,77.70548028330288,0.9635974304068524,1.0,5.309487394986029,stable
Repeat-contact delay,long,High load,COCPIT only,Visible staff encounters,180.0,360.0,20,16398.47,16013.75,15455.024489492758,16572.475510507244,0.9765392747006276,1.0,12.058876565876467,stable
Repeat-contact delay,short,High load,COCPIT only,Visible staff encounters,180.0,90.0,20,16398.47,15769.65,15181.525290602052,16357.774709397949,0.9616537396476622,1.0,11.281450310075211,stable
Repeat-contact delay,long,High load,NURSTA only,Actionable visibility opportunities,180.0,360.0,20,1.13,17.85,-34.477976880642466,70.17797688064246,15.796460176991154,0.55,0.1435213737799932,weakened
Repeat-contact delay,short,High load,NURSTA only,Actionable visibility opportunities,180.0,90.0,20,1.13,-5.0,-56.27938377164842,46.27938377164842,-4.424778761061948,0.5,-0.0410241426184006,flipped
Repeat-contact delay,long,High load,NURSTA only,Approach attempts,180.0,360.0,20,-0.17,1.85,-2.718535202309034,6.418535202309034,-10.882352941176473,0.3,0.1703754670211064,flipped
Repeat-contact delay,short,High load,NURSTA only,Approach attempts,180.0,90.0,20,-0.17,-5.0,-9.13340181041183,-0.8665981895881707,29.41176470588235,0.65,-0.5089494923848696,weakened
Repeat-contact delay,long,High load,NURSTA only,Bedside / patient-room interaction share,180.0,360.0,20,-0.0052446573765479,-0.010500985517332,-0.0317738223812743,0.0107718513466102,2.002225267238323,0.55,-0.2076906552322393,weakened
Repeat-contact delay,short,High load,NURSTA only,Bedside / patient-room interaction share,180.0,90.0,20,-0.0052446573765479,0.0236342400506903,0.0073447472792016,0.039923732822179,-4.506345859001896,0.3,0.6104447845030634,flipped
Repeat-contact delay,long,High load,NURSTA only,Corridor interaction share,180.0,360.0,20,0.0011750903901055,-0.0031607800406942,-0.0190643284850905,0.012742768403702,-2.689818644853743,0.55,-0.0836204585337191,flipped
Repeat-contact delay,short,High load,NURSTA only,Corridor interaction share,180.0,90.0,20,0.0011750903901055,-0.008682354885595,-0.0249753096965367,0.0076105999253466,-7.388669806767395,0.35,-0.2242074229721294,flipped
Repeat-contact delay,long,High load,NURSTA only,F2F interactions per hour,180.0,360.0,20,0.2329999999999998,0.0600000000000001,-0.5718250524014579,0.6918250524014582,0.2575107296137348,0.5,0.0399545933527523,weakened
Repeat-contact delay,short,High load,NURSTA only,F2F interactions per hour,180.0,90.0,20,0.2329999999999998,-0.1099999999999996,-0.8143811109574729,0.5943811109574736,-0.4721030042918442,0.45,-0.0657048291771891,flipped
Repeat-contact delay,long,High load,NURSTA only,Mean ED pressure index,180.0,360.0,20,-0.0064573644791666,0.011039900790895,-0.0227058711457264,0.0447856727275165,-1.70966047007461,0.45,0.137644261531918,stable
Repeat-contact delay,short,High load,NURSTA only,Mean ED pressure index,180.0,90.0,20,-0.0064573644791666,0.021977542824074,-0.0112924834093425,0.0552475690574906,-3.403484950397366,0.4,0.2779318371946966,stable
Repeat-contact delay,long,High load,NURSTA only,Patient-facing interaction share,180.0,360.0,20,-0.0077526969822016,-0.0219145363221658,-0.0459507554039581,0.0021216827596264,2.8266984215269297,0.7,-0.383599858983627,weakened
Repeat-contact delay,short,High load,NURSTA only,Patient-facing interaction share,180.0,90.0,20,-0.0077526969822016,0.0248029938676637,0.0079508080208232,0.0416551797145041,-3.1992729658602252,0.25,0.6192416690875703,flipped
Repeat-contact delay,long,High load,NURSTA only,Selected coordination opportunities,180.0,360.0,20,1.69,2.5,-3.1116851770493845,8.111685177049385,1.4792899408284024,0.45,0.1874385934759369,weakened
Repeat-contact delay,short,High load,NURSTA only,Selected coordination opportunities,180.0,90.0,20,1.69,-3.85,-9.43418991910479,1.7341899191047907,-2.27810650887574,0.35,-0.2900767064613316,flipped
Repeat-contact delay,long,High load,NURSTA only,Staff–staff interaction share,180.0,360.0,20,0.0065300670040977,0.0191671976251556,-0.0013194004821247,0.039653795732436,2.935222198046049,0.7,0.3936416825541411,weakened
Repeat-contact delay,short,High load,NURSTA only,Staff–staff interaction share,180.0,90.0,20,0.0065300670040977,-0.0258403681717525,-0.0424263368784785,-0.0092543994650266,-3.9571367576377754,0.25,-0.6554961754113696,flipped
Repeat-contact delay,long,High load,NURSTA only,Successful approaches,180.0,360.0,20,0.28,1.45,-3.178333313748902,6.078333313748902,5.178571428571428,0.6,0.1318122220422088,weakened
Repeat-contact delay,short,High load,NURSTA only,Successful approaches,180.0,90.0,20,0.28,-3.55,-7.097645594356614,-0.0023544056433859,-12.678571428571429,0.25,-0.4210177750479206,flipped
Repeat-contact delay,long,High load,NURSTA only,Visible staff encounters,180.0,360.0,20,456.45,606.5,154.0922917637467,1058.9077082362533,1.3287326103625807,0.7,0.5640441714882547,stable
Repeat-contact delay,short,High load,NURSTA only,Visible staff encounters,180.0,90.0,20,456.45,453.55,143.2163399096827,763.8836600903173,0.993646620659437,0.75,0.6149058068342316,stable
Repeat-contact delay,long,Normal load,Both,Actionable visibility opportunities,180.0,360.0,20,688.02,785.85,611.7947003960796,959.9052996039204,1.142190633993198,1.0,1.8996111625319048,stable
Repeat-contact delay,short,Normal load,Both,Actionable visibility opportunities,180.0,90.0,20,688.02,713.95,593.5850783229774,834.3149216770227,1.0376878579111073,1.0,2.4956298234464107,stable
Repeat-contact delay,long,Normal load,Both,Approach attempts,180.0,360.0,20,111.56,116.05,108.92687267084403,123.17312732915596,1.040247400501972,1.0,6.854673031416357,stable
Repeat-contact delay,short,Normal load,Both,Approach attempts,180.0,90.0,20,111.56,116.55,112.8163076269138,120.2836923730862,1.0447292936536392,1.0,13.13366854519407,stable
Repeat-contact delay,long,Normal load,Both,Bedside / patient-room interaction share,180.0,360.0,20,-0.0864501389607065,-0.077926261626408,-0.094570528431685,-0.061281994821131,0.901401230388158,1.0,-1.969842394234463,stable
Repeat-contact delay,short,Normal load,Both,Bedside / patient-room interaction share,180.0,90.0,20,-0.0864501389607065,-0.0875817586796018,-0.1059223545986182,-0.0692411627605855,1.0130898542500866,1.0,-2.0091507589297155,stable
Repeat-contact delay,long,Normal load,Both,Corridor interaction share,180.0,360.0,20,0.1031667095061176,0.0764523823670502,0.0550869992788921,0.0978177654552083,0.7410567103772632,0.9,1.505541202694493,stable
Repeat-contact delay,short,Normal load,Both,Corridor interaction share,180.0,90.0,20,0.1031667095061176,0.1007942942859877,0.0796778334278915,0.121910755144084,0.977004062342522,1.0,2.0082932256637855,stable
Repeat-contact delay,long,Normal load,Both,F2F interactions per hour,180.0,360.0,20,8.956999999999999,9.255,8.279500280288152,10.23049971971185,1.0332700681031597,1.0,3.991733885256563,stable
Repeat-contact delay,short,Normal load,Both,F2F interactions per hour,180.0,90.0,20,8.956999999999999,8.614999999999998,7.641595933956778,9.588404066043218,0.9618175728480516,1.0,3.723697835527077,stable
Repeat-contact delay,long,Normal load,Both,Mean ED pressure index,180.0,360.0,20,-0.0055647127237654,-0.0361322027970678,-0.114577186896918,0.0423127813027822,6.493093999759757,0.4,-0.1937945530991287,stable
Repeat-contact delay,short,Normal load,Both,Mean ED pressure index,180.0,90.0,20,-0.0055647127237654,-0.0211258718364197,-0.0727982360309278,0.0305464923580883,3.796399362395976,0.55,-0.1720159090096501,stable
Repeat-contact delay,long,Normal load,Both,Patient-facing interaction share,180.0,360.0,20,-0.1280413976235112,-0.1212598512837073,-0.141629066353826,-0.1008906362135887,0.9470362986840862,1.0,-2.5046961262412135,stable
Repeat-contact delay,short,Normal load,Both,Patient-facing interaction share,180.0,90.0,20,-0.1280413976235112,-0.1394084150942196,-0.1564590677249334,-0.1223577624635057,1.088776112114393,1.0,-3.440014630817828,stable
Repeat-contact delay,long,Normal load,Both,Selected coordination opportunities,180.0,360.0,20,105.86,109.95,100.59493676074148,119.30506323925852,1.0386359342527869,1.0,4.944937565941442,stable
Repeat-contact delay,short,Normal load,Both,Selected coordination opportunities,180.0,90.0,20,105.86,112.25,105.28125662615372,119.21874337384628,1.0603627432457965,1.0,6.7771045332649935,stable
Repeat-contact delay,long,Normal load,Both,Staff–staff interaction share,180.0,360.0,20,0.109971145171956,0.1047044575556206,0.0861944640792574,0.1232144510319838,0.9521084589225643,1.0,2.379968516705319,stable
Repeat-contact delay,short,Normal load,Both,Staff–staff interaction share,180.0,90.0,20,0.109971145171956,0.1146924387908514,0.094738809318838,0.1346460682628647,1.0429321128875486,1.0,2.418383609590512,stable
Repeat-contact delay,long,Normal load,Both,Successful approaches,180.0,360.0,20,93.05,94.85,88.44454885109154,101.25545114890843,1.0193444384739387,1.0,6.2301703035558695,stable
Repeat-contact delay,short,Normal load,Both,Successful approaches,180.0,90.0,20,93.05,97.45,94.1688288676145,100.73117113238553,1.047286405158517,1.0,12.495834598751609,stable
Repeat-contact delay,long,Normal load,Both,Visible staff encounters,180.0,360.0,20,20232.54,19675.65,18624.61427003185,20726.68572996815,0.9724755270470242,1.0,7.87633020266201,stable
Repeat-contact delay,short,Normal load,Both,Visible staff encounters,180.0,90.0,20,20232.54,19666.2,18883.92014167711,20448.47985832289,0.9720084576627552,1.0,10.577197401529109,stable
Repeat-contact delay,long,Normal load,COCPIT only,Actionable visibility opportunities,180.0,360.0,20,692.73,744.0,625.3706905480242,862.6293094519758,1.0740115196396864,1.0,2.638719580573927,stable
Repeat-contact delay,short,Normal load,COCPIT only,Actionable visibility opportunities,180.0,90.0,20,692.73,720.55,596.8647165466022,844.2352834533978,1.0401599468768494,1.0,2.451085159071983,stable
Repeat-contact delay,long,Normal load,COCPIT only,Approach attempts,180.0,360.0,20,116.26,117.25,110.10363493206438,124.39636506793562,1.00851539652503,1.0,6.903033163618692,stable
Repeat-contact delay,short,Normal load,COCPIT only,Approach attempts,180.0,90.0,20,116.26,115.6,108.3629314454568,122.83706855454318,0.9943230689833132,1.0,6.720590814935188,stable
Repeat-contact delay,long,Normal load,COCPIT only,Bedside / patient-room interaction share,180.0,360.0,20,-0.0847789786808627,-0.0785927932613194,-0.0942530648377174,-0.0629325216849214,0.9270316118948518,0.95,-2.111522636545631,stable
Repeat-contact delay,short,Normal load,COCPIT only,Bedside / patient-room interaction share,180.0,90.0,20,-0.0847789786808627,-0.0790020910486775,-0.0933271003041217,-0.0646770817932333,0.931859433528548,1.0,-2.320363267703996,stable
Repeat-contact delay,long,Normal load,COCPIT only,Corridor interaction share,180.0,360.0,20,0.1071947921792265,0.0865615120865817,0.0688780522281317,0.1042449719450317,0.8075160213180271,1.0,2.0595384290514156,stable
Repeat-contact delay,short,Normal load,COCPIT only,Corridor interaction share,180.0,90.0,20,0.1071947921792265,0.0978276945201155,0.0795538521532315,0.1161015368869995,0.912616112511796,1.0,2.25239342548224,stable
Repeat-contact delay,long,Normal load,COCPIT only,F2F interactions per hour,180.0,360.0,20,9.251,8.945,8.00324680962635,9.88675319037365,0.96692249486542,1.0,3.9962767039190896,stable
Repeat-contact delay,short,Normal load,COCPIT only,F2F interactions per hour,180.0,90.0,20,9.251,9.015,8.21248577845033,9.817514221549668,0.97448924440601,1.0,4.726343698623388,stable
Repeat-contact delay,long,Normal load,COCPIT only,Mean ED pressure index,180.0,360.0,20,0.0006600118479938,-0.0215611686921296,-0.0812768016045729,0.0381544642203136,-32.66785097520274,0.5,-0.15191356807805,stable
Repeat-contact delay,short,Normal load,COCPIT only,Mean ED pressure index,180.0,90.0,20,0.0006600118479938,-0.005469053607253,-0.0555879493284421,0.0446498421139359,-8.286296107982052,0.45,-0.0459116597644844,stable
Repeat-contact delay,long,Normal load,COCPIT only,Patient-facing interaction share,180.0,360.0,20,-0.1267767794407479,-0.1192856631353204,-0.1396959799545605,-0.0988753463160804,0.9409109748766844,1.0,-2.458956294746693,stable
Repeat-contact delay,short,Normal load,COCPIT only,Patient-facing interaction share,180.0,90.0,20,-0.1267767794407479,-0.12952296114761,-0.1439174181109636,-0.1151285041842565,1.0216615512633818,1.0,-3.785853338365477,stable
Repeat-contact delay,long,Normal load,COCPIT only,Selected coordination opportunities,180.0,360.0,20,108.99,108.5,100.72149114547013,116.27850885452987,0.995504174694926,1.0,5.868751144834818,stable
Repeat-contact delay,short,Normal load,COCPIT only,Selected coordination opportunities,180.0,90.0,20,108.99,109.65,103.42869583819564,115.87130416180436,1.006055601431324,1.0,7.415484097629015,stable
Repeat-contact delay,long,Normal load,COCPIT only,Staff–staff interaction share,180.0,360.0,20,0.1109786774992191,0.1002948694857552,0.0831359772071317,0.1174537617643788,0.9037309845980188,1.0,2.4592448824492297,stable
Repeat-contact delay,short,Normal load,COCPIT only,Staff–staff interaction share,180.0,90.0,20,0.1109786774992191,0.1043340425959584,0.0881903808959691,0.1204777042959476,0.9401269230000744,1.0,2.7191695837461927,stable
Repeat-contact delay,long,Normal load,COCPIT only,Successful approaches,180.0,360.0,20,94.53,96.3,90.4716337217292,102.1283662782708,1.018724214535068,1.0,6.951711764976002,stable
Repeat-contact delay,short,Normal load,COCPIT only,Successful approaches,180.0,90.0,20,94.53,97.5,91.44633647241083,103.55366352758917,1.0314185972707075,1.0,6.77639391437353,stable
Repeat-contact delay,long,Normal load,COCPIT only,Visible staff encounters,180.0,360.0,20,19747.02,20039.7,18966.60204808655,21112.79795191345,1.0148214768608124,1.0,7.8571339348413,stable
Repeat-contact delay,short,Normal load,COCPIT only,Visible staff encounters,180.0,90.0,20,19747.02,19526.8,18739.49660198959,20314.103398010408,0.9888479375622246,1.0,10.435211573483809,stable
Repeat-contact delay,long,Normal load,NURSTA only,Actionable visibility opportunities,180.0,360.0,20,23.56,52.15,-79.13776112518318,183.4377611251832,2.2134974533106964,0.5,0.1671253681848257,weakened
Repeat-contact delay,short,Normal load,NURSTA only,Actionable visibility opportunities,180.0,90.0,20,23.56,65.9,-78.95921464141074,210.75921464141075,2.7971137521222413,0.45,0.1914042579633657,weakened
Repeat-contact delay,long,Normal load,NURSTA only,Approach attempts,180.0,360.0,20,-1.25,0.45,-3.3640565226402623,4.264056522640263,-0.36,0.4,0.0496406769713516,flipped
Repeat-contact delay,short,Normal load,NURSTA only,Approach attempts,180.0,90.0,20,-1.25,0.1,-4.947162746481797,5.147162746481796,-0.08,0.5,0.0083361399617962,flipped
Repeat-contact delay,long,Normal load,NURSTA only,Bedside / patient-room interaction share,180.0,360.0,20,-0.0012191482681021,-0.0065721809445047,-0.0247097931378853,0.0115654312488758,5.390797097006058,0.5,-0.1524550120321638,weakened
Repeat-contact delay,short,Normal load,NURSTA only,Bedside / patient-room interaction share,180.0,90.0,20,-0.0012191482681021,-0.0027296922689734,-0.0189693739704394,0.0135099894324925,2.2390158280115533,0.45,-0.0707210147385336,weakened
Repeat-contact delay,long,Normal load,NURSTA only,Corridor interaction share,180.0,360.0,20,0.0012716261658183,-0.0165839049487086,-0.0420092839059248,0.0088414740085076,-13.04149395041486,0.45,-0.2744300544710787,flipped
Repeat-contact delay,short,Normal load,NURSTA only,Corridor interaction share,180.0,90.0,20,0.0012716261658183,0.0153802909848282,-0.0006886438021197,0.0314492257717762,12.094978381426223,0.75,0.4027075486504598,weakened
Repeat-contact delay,long,Normal load,NURSTA only,F2F interactions per hour,180.0,360.0,20,0.0699999999999999,0.2,-0.690271159165625,1.0902711591656251,2.8571428571428616,0.65,0.0945191914429043,weakened
Repeat-contact delay,short,Normal load,NURSTA only,F2F interactions per hour,180.0,90.0,20,0.0699999999999999,-0.04,-1.068068701370119,0.9880687013701188,-0.5714285714285728,0.45,-0.0163700558176953,flipped
Repeat-contact delay,long,Normal load,NURSTA only,Mean ED pressure index,180.0,360.0,20,-0.005380967816358,-0.0135309160879629,-0.0724190999572321,0.0453572677813061,2.514587812034357,0.65,-0.096674369112917,stable
Repeat-contact delay,short,Normal load,NURSTA only,Mean ED pressure index,180.0,90.0,20,-0.005380967816358,-0.0315921640432098,-0.09613293142156,0.0329486033351403,5.871093290536051,0.5,-0.2059479899487671,stable
Repeat-contact delay,long,Normal load,NURSTA only,Patient-facing interaction share,180.0,360.0,20,-0.000823876141203,-0.0127615192790068,-0.0300179487063218,0.004494910148308,15.489608984638018,0.55,-0.3111456601210924,weakened
Repeat-contact delay,short,Normal load,NURSTA only,Patient-facing interaction share,180.0,90.0,20,-0.000823876141203,-0.0020209788821774,-0.0206465372726457,0.0166045795082909,2.4530129968643566,0.5,-0.0456525226223215,weakened
Repeat-contact delay,long,Normal load,NURSTA only,Selected coordination opportunities,180.0,360.0,20,-1.51,4.85,-2.7865571052047153,12.486557105204714,-3.2119205298013243,0.4,0.2672122977046925,flipped
Repeat-contact delay,short,Normal load,NURSTA only,Selected coordination opportunities,180.0,90.0,20,-1.51,4.2,-1.3575591764730666,9.757559176473066,-2.781456953642384,0.35,0.3179636701297619,flipped
Repeat-contact delay,long,Normal load,NURSTA only,Staff–staff interaction share,180.0,360.0,20,-0.0008247857176621,0.0120282034730806,-0.0057872971893047,0.0298437041354659,-14.583428417232064,0.4,0.2840632431300904,flipped
Repeat-contact delay,short,Normal load,NURSTA only,Staff–staff interaction share,180.0,90.0,20,-0.0008247857176621,-0.0028776144044816,-0.0267573214381051,0.0210020926291419,3.488923659636568,0.5,-0.0507009282884394,weakened
Repeat-contact delay,long,Normal load,NURSTA only,Successful approaches,180.0,360.0,20,-0.07,1.7,-2.558922127042302,5.958922127042302,-24.28571428571428,0.4,0.1679428537932758,flipped
Repeat-contact delay,short,Normal load,NURSTA only,Successful approaches,180.0,90.0,20,-0.07,1.1,-3.884682980998153,6.084682980998153,-15.714285714285714,0.35,0.09284690871521,flipped
Repeat-contact delay,long,Normal load,NURSTA only,Visible staff encounters,180.0,360.0,20,548.38,643.1,178.72910449875138,1107.4708955012486,1.17272694117218,0.8,0.5826742471200951,stable
Repeat-contact delay,short,Normal load,NURSTA only,Visible staff encounters,180.0,90.0,20,548.38,847.65,287.73584335190515,1407.564156648095,1.5457347095080054,0.7,0.6369530547153757,stable
Station-return tendency,high,High load,Both,Actionable visibility opportunities,0.42,0.7,20,537.95,540.2,494.025987021634,586.3740129783661,1.0041825448461752,1.0,4.922313448598307,stable
Station-return tendency,low,High load,Both,Actionable visibility opportunities,0.42,0.2,20,537.95,526.15,480.4439017059741,571.8560982940259,0.978064875917836,1.0,4.843370943599386,stable
Station-return tendency,high,High load,Both,Approach attempts,0.42,0.7,20,95.52,97.05,87.33446345713273,106.76553654286728,1.0160175879396984,1.0,4.202822578049674,stable
Station-return tendency,low,High load,Both,Approach attempts,0.42,0.2,20,95.52,91.5,82.90053490035572,100.09946509964428,0.9579145728643216,1.0,4.476740929588103,stable
Station-return tendency,high,High load,Both,Bedside / patient-room interaction share,0.42,0.7,20,-0.0876218172789389,-0.0983356967779721,-0.1127151259368411,-0.0839562676191031,1.1222741074283618,1.0,-2.877278234209002,stable
Station-return tendency,low,High load,Both,Bedside / patient-room interaction share,0.42,0.2,20,-0.0876218172789389,-0.0883279070914052,-0.1020104755525122,-0.0746453386302982,1.0080583790018705,1.0,-2.71608037020978,stable
Station-return tendency,high,High load,Both,Corridor interaction share,0.42,0.7,20,0.0748025163647015,0.0812359756656772,0.0602098723850332,0.1022620789463213,1.0860059208384016,1.0,1.6255559199780132,stable
Station-return tendency,low,High load,Both,Corridor interaction share,0.42,0.2,20,0.0748025163647015,0.0896335636487896,0.0682403992071536,0.1110267280904255,1.1982693631826364,1.0,1.76281988397487,stable
Station-return tendency,high,High load,Both,F2F interactions per hour,0.42,0.7,20,7.669,7.355,6.2433903951097705,8.466609604890229,0.9590559394966748,1.0,2.783829886311179,stable
Station-return tendency,low,High load,Both,F2F interactions per hour,0.42,0.2,20,7.669,7.265000000000001,6.1787996588784235,8.351200341121578,0.9473203807536836,1.0,2.8140900483326936,stable
Station-return tendency,high,High load,Both,Mean ED pressure index,0.42,0.7,20,-0.0122874969367284,-0.0033916541473765,-0.0390561149218224,0.0322728066270693,0.2760248213969943,0.45,-0.0400118106168985,stable
Station-return tendency,low,High load,Both,Mean ED pressure index,0.42,0.2,20,-0.0122874969367284,-0.0063505547260802,-0.0407607641962291,0.0280596547440686,0.5168306253731699,0.65,-0.0776491405427018,stable
Station-return tendency,high,High load,Both,Patient-facing interaction share,0.42,0.7,20,-0.1471421374672993,-0.1515867221865359,-0.1712789847327464,-0.1318944596403254,1.030206063305451,1.0,-3.2387531722335727,stable
Station-return tendency,low,High load,Both,Patient-facing interaction share,0.42,0.2,20,-0.1471421374672993,-0.1426540822503433,-0.1652487237494838,-0.1200594407512027,0.9694985046825664,1.0,-2.656385223553077,stable
Station-return tendency,high,High load,Both,Selected coordination opportunities,0.42,0.7,20,93.75,94.1,85.49066557985492,102.70933442014508,1.0037333333333334,1.0,4.5986711264441,stable
Station-return tendency,low,High load,Both,Selected coordination opportunities,0.42,0.2,20,93.75,88.25,79.94430791248365,96.55569208751636,0.9413333333333334,1.0,4.470449506591854,stable
Station-return tendency,high,High load,Both,Staff–staff interaction share,0.42,0.7,20,0.1273473175513008,0.1350369595963343,0.1190767982546842,0.1509971209379845,1.0603832274828706,1.0,3.559817062499609,stable
Station-return tendency,low,High load,Both,Staff–staff interaction share,0.42,0.2,20,0.1273473175513008,0.1191809222573569,0.1006045666258602,0.1377572778888536,0.935873048204144,1.0,2.6993458507133905,stable
Station-return tendency,high,High load,Both,Successful approaches,0.42,0.7,20,77.53,80.6,73.13735511821854,88.06264488178145,1.0395975751322069,1.0,4.544170025413485,stable
Station-return tendency,low,High load,Both,Successful approaches,0.42,0.2,20,77.53,75.0,67.45838883610614,82.54161116389386,0.96736747065652,1.0,4.184171076009768,stable
Station-return tendency,high,High load,Both,Visible staff encounters,0.42,0.7,20,16899.26,16916.6,16231.950924277568,17601.24907572243,1.0010260804319242,1.0,10.395786715046658,stable
Station-return tendency,low,High load,Both,Visible staff encounters,0.42,0.2,20,16899.26,16287.2,15536.052331358138,17038.34766864186,0.9637818460689996,1.0,9.122910458442304,stable
Station-return tendency,high,High load,COCPIT only,Actionable visibility opportunities,0.42,0.7,20,523.11,488.55,444.9305893063288,532.1694106936712,0.9339335894936056,1.0,4.7123933049398845,stable
Station-return tendency,low,High load,COCPIT only,Actionable visibility opportunities,0.42,0.2,20,523.11,520.45,450.09726853168655,590.8027314683136,0.9949150274320888,1.0,3.1125071353131855,stable
