Factor,Factor level,Scenario,Intervention,Outcome,Default value,Test value,Paired n,Default paired delta,Sensitivity paired delta,95% CI low,95% CI high,Effect retention,Direction consistency,Standardized paired effect,Robustness verdict
Visibility response,high,Normal load,Both,F2F interactions per hour,0.14,0.21,20,8.956999999999999,9.685,8.78532224365434,10.584677756345656,1.0812772133526851,1.0,4.5292359784033955,stable
Visibility response,low,Normal load,Both,F2F interactions per hour,0.14,0.07,20,8.956999999999999,6.709999999999999,5.799640492066891,7.620359507933107,0.7491347549402702,1.0,3.1011437242489044,stable
Visibility response,high,Normal load,Both,Mean ED pressure index,0.14,0.21,20,-0.0055647127237654,0.0130309966242283,-0.0406782922625457,0.0667402855110025,-2.341719558779105,0.5,0.1020799706492773,stable
Visibility response,low,Normal load,Both,Mean ED pressure index,0.14,0.07,20,-0.0055647127237654,0.0660498412615741,-0.0180236334587124,0.1501233159818606,-11.869407198594976,0.4,0.3305408105859021,weakened
Visibility response,high,Normal load,Both,Patient-facing interaction share,0.14,0.21,20,-0.1280413976235112,-0.1119783673888551,-0.1295986614984824,-0.0943580732792278,0.8745481497953709,0.95,-2.6738268785871613,stable
Visibility response,low,Normal load,Both,Patient-facing interaction share,0.14,0.07,20,-0.1280413976235112,-0.1030558627508591,-0.1182446309067065,-0.0878670945950117,0.804863619607475,1.0,-2.8547130277127866,stable
Visibility response,high,Normal load,Both,Selected coordination opportunities,0.14,0.21,20,105.86,109.45,103.14925419619148,115.75074580380851,1.0339127149064802,1.0,7.308632311497023,stable
Visibility response,low,Normal load,Both,Selected coordination opportunities,0.14,0.07,20,105.86,81.85,75.08381517747027,88.61618482252972,0.7731910069903646,1.0,5.089640805515156,stable
Visibility response,high,Normal load,Both,Staff–staff interaction share,0.14,0.21,20,0.109971145171956,0.0933310760183317,0.0769139030532832,0.1097482489833803,0.8486869521308972,0.95,2.3918845064139864,stable
Visibility response,low,Normal load,Both,Staff–staff interaction share,0.14,0.07,20,0.109971145171956,0.0830448828002986,0.0651015209592134,0.1009882446413839,0.755151568808762,1.0,1.947248455302912,stable
Visibility response,high,Normal load,Both,Successful approaches,0.14,0.21,20,93.05,104.5,97.98155556173585,111.01844443826415,1.123052122514777,1.0,6.745041544643899,stable
Visibility response,low,Normal load,Both,Successful approaches,0.14,0.07,20,93.05,74.65,69.48332111150286,79.81667888849715,0.802256851155293,1.0,6.0789790663546786,stable
Visibility response,high,Normal load,Both,Visible staff encounters,0.14,0.21,20,20232.54,18969.85,18366.785136551192,19572.914863448805,0.937591127955264,1.0,13.23464137727268,stable
Visibility response,low,Normal load,Both,Visible staff encounters,0.14,0.07,20,20232.54,19951.1,18997.19507959667,20905.004920403328,0.9860897346551644,1.0,8.799825557301206,stable
Visibility response,high,Normal load,COCPIT only,Actionable visibility opportunities,0.14,0.21,20,692.73,530.25,420.0136635367353,640.4863364632647,0.7654497423238491,1.0,2.0238028914774175,stable
Visibility response,low,Normal load,COCPIT only,Actionable visibility opportunities,0.14,0.07,20,692.73,788.2,626.7125136189054,949.6874863810948,1.137817042715055,1.0,2.053571660883099,stable
Visibility response,high,Normal load,COCPIT only,Approach attempts,0.14,0.21,20,116.26,123.8,114.18684646736018,133.4131535326398,1.0648546361603302,1.0,5.418350221201138,stable
Visibility response,low,Normal load,COCPIT only,Approach attempts,0.14,0.07,20,116.26,91.2,83.85725902318272,98.54274097681729,0.7844486495785309,1.0,5.225753698802022,stable
Visibility response,high,Normal load,COCPIT only,Bedside / patient-room interaction share,0.14,0.21,20,-0.0847789786808627,-0.0646392291904542,-0.0834308868214324,-0.0458475715594761,0.7624440656896634,0.9,-1.447249419851952,stable
Visibility response,low,Normal load,COCPIT only,Bedside / patient-room interaction share,0.14,0.07,20,-0.0847789786808627,-0.0571630037672598,-0.0733485014460832,-0.0409775060884364,0.6742591696278994,0.9,-1.485940057752844,stable
Visibility response,high,Normal load,COCPIT only,Corridor interaction share,0.14,0.21,20,0.1071947921792265,0.0968723907162955,0.0820026639520636,0.1117421174805274,0.9037042634900376,1.0,2.7410018969321377,stable
Visibility response,low,Normal load,COCPIT only,Corridor interaction share,0.14,0.07,20,0.1071947921792265,0.0867213813669425,0.0685335253712316,0.1049092373626535,0.8090074116842076,1.0,2.0061203648732446,stable
Visibility response,high,Normal load,COCPIT only,F2F interactions per hour,0.14,0.21,20,9.251,9.55,8.601931803474477,10.498068196525525,1.0323208301805211,1.0,4.238147818266754,stable
Visibility response,low,Normal load,COCPIT only,F2F interactions per hour,0.14,0.07,20,9.251,7.35,6.18840133753883,8.51159866246117,0.7945087017619716,1.0,2.662217551713239,stable
Visibility response,high,Normal load,COCPIT only,Mean ED pressure index,0.14,0.21,20,0.0006600118479938,0.0030487814814814,-0.0604497318002298,0.0665472947631927,4.619282957947901,0.55,0.0202011013402013,stable
Visibility response,low,Normal load,COCPIT only,Mean ED pressure index,0.14,0.07,20,0.0006600118479938,0.0571543210648148,-0.0172172735907057,0.1315259157203353,86.59590163198358,0.6,0.3233361650959563,weakened
Visibility response,high,Normal load,COCPIT only,Patient-facing interaction share,0.14,0.21,20,-0.1267767794407479,-0.1075119449326783,-0.1267493598416062,-0.0882745300237504,0.8480413006778312,1.0,-2.3513772563668924,stable
Visibility response,low,Normal load,COCPIT only,Patient-facing interaction share,0.14,0.07,20,-0.1267767794407479,-0.0905083237215851,-0.1092780640721359,-0.0717385833710343,0.7139187800861145,1.0,-2.0288155420825404,stable
Visibility response,high,Normal load,COCPIT only,Selected coordination opportunities,0.14,0.21,20,108.99,114.3,105.21953254159467,123.3804674584053,1.0487200660611065,1.0,5.296028707681145,stable
Visibility response,low,Normal load,COCPIT only,Selected coordination opportunities,0.14,0.07,20,108.99,85.6,77.26451016815196,93.93548983184805,0.7853931553353518,1.0,4.320708280120786,stable
Visibility response,high,Normal load,COCPIT only,Staff–staff interaction share,0.14,0.21,20,0.1109786774992191,0.0864256969377834,0.0665056151119494,0.1063457787636174,0.7787594778140298,0.9,1.8254253564885752,stable
Visibility response,low,Normal load,COCPIT only,Staff–staff interaction share,0.14,0.07,20,0.1109786774992191,0.0712597998866382,0.0546254332430717,0.0878941665302047,0.6421035237795087,0.95,1.802397744746688,stable
Visibility response,high,Normal load,COCPIT only,Successful approaches,0.14,0.21,20,94.53,103.35,95.35894274829668,111.3410572517033,1.09330371310695,1.0,5.441498895535107,stable
Visibility response,low,Normal load,COCPIT only,Successful approaches,0.14,0.07,20,94.53,72.85,67.07709904175688,78.62290095824311,0.7706548185761133,1.0,5.309428246958084,stable
Visibility response,high,Normal load,COCPIT only,Visible staff encounters,0.14,0.21,20,19747.02,19376.5,18631.034731878983,20121.965268121017,0.9812366625445256,1.0,10.936043401656878,stable
Visibility response,low,Normal load,COCPIT only,Visible staff encounters,0.14,0.07,20,19747.02,19551.75,18576.620065230712,20526.879934769288,0.9901114193432732,1.0,8.435978287905035,stable
Visibility response,high,Normal load,NURSTA only,Actionable visibility opportunities,0.14,0.21,20,23.56,27.5,-87.80762492704368,142.80762492704366,1.16723259762309,0.65,0.1003429751509977,weakened
Visibility response,low,Normal load,NURSTA only,Actionable visibility opportunities,0.14,0.07,20,23.56,-119.1,-227.85717275897855,-10.342827241021425,-5.055178268251273,0.3,-0.4607508646168317,flipped
Visibility response,high,Normal load,NURSTA only,Approach attempts,0.14,0.21,20,-1.25,0.3,-3.7346343733126286,4.334634373312628,-0.24,0.45,0.0312845114364784,flipped
Visibility response,low,Normal load,NURSTA only,Approach attempts,0.14,0.07,20,-1.25,-2.6,-6.101538188312463,0.9015381883124628,2.08,0.6,-0.3124113383460606,weakened
Visibility response,high,Normal load,NURSTA only,Bedside / patient-room interaction share,0.14,0.21,20,-0.0012191482681021,0.003715233886886,-0.011792507726225,0.0192229754999971,-3.047401193186888,0.5,0.1007975345397245,flipped
Visibility response,low,Normal load,NURSTA only,Bedside / patient-room interaction share,0.14,0.07,20,-0.0012191482681021,0.0130302652380838,-0.0019513653267448,0.0280118958029124,-10.688007011951534,0.3,0.3659371312812594,flipped
Visibility response,high,Normal load,NURSTA only,Corridor interaction share,0.14,0.21,20,0.0012716261658183,-0.0040355201509567,-0.0209368074011267,0.0128657670992133,-3.1735114135213145,0.45,-0.1004597386155085,flipped
Visibility response,low,Normal load,NURSTA only,Corridor interaction share,0.14,0.07,20,0.0012716261658183,0.0094522407756902,-0.0078903483043183,0.0267948298556988,7.433191475426792,0.5,0.2293153615055475,weakened
Visibility response,high,Normal load,NURSTA only,F2F interactions per hour,0.14,0.21,20,0.0699999999999999,0.79,-0.1687143101159243,1.7487143101159244,11.285714285714302,0.7,0.3466970832744054,weakened
Visibility response,low,Normal load,NURSTA only,F2F interactions per hour,0.14,0.07,20,0.0699999999999999,-0.0599999999999996,-1.105522439035296,0.9855224390352968,-0.8571428571428529,0.6,-0.0241451661832092,flipped
Visibility response,high,Normal load,NURSTA only,Mean ED pressure index,0.14,0.21,20,-0.005380967816358,-0.0134662444637345,-0.0746218687064438,0.0476893797789747,2.5025692260781676,0.45,-0.0926450878145799,stable
Visibility response,low,Normal load,NURSTA only,Mean ED pressure index,0.14,0.07,20,-0.005380967816358,0.0786801208719135,0.0059413205535053,0.1514189211903217,-14.621927422187524,0.25,0.455104564213602,weakened
Visibility response,high,Normal load,NURSTA only,Patient-facing interaction share,0.14,0.21,20,-0.000823876141203,0.0053223388108481,-0.0116085949043924,0.0222532725260887,-6.46012008926077,0.5,0.1322616433911954,flipped
Visibility response,low,Normal load,NURSTA only,Patient-facing interaction share,0.14,0.07,20,-0.000823876141203,0.0237143195766052,0.0084349794692793,0.0389936596839311,-28.783840665634862,0.3,0.6530078117340699,flipped
Visibility response,high,Normal load,NURSTA only,Selected coordination opportunities,0.14,0.21,20,-1.51,-1.75,-8.038539869016537,4.538539869016537,1.1589403973509933,0.5,-0.117084804893871,weakened
Visibility response,low,Normal load,NURSTA only,Selected coordination opportunities,0.14,0.07,20,-1.51,-5.2,-8.995790022477118,-1.404209977522882,3.443708609271523,0.7,-0.5763860620333519,stable
Visibility response,high,Normal load,NURSTA only,Staff–staff interaction share,0.14,0.21,20,-0.0008247857176621,-0.0050431757723479,-0.0221498786636519,0.0120635271189559,6.114528494313789,0.5,-0.1240366702218899,weakened
Visibility response,low,Normal load,NURSTA only,Staff–staff interaction share,0.14,0.07,20,-0.0008247857176621,-0.0239614874389757,-0.0396395588622027,-0.0082834160157487,29.051772994925187,0.85,-0.6430332675656723,stable
Visibility response,high,Normal load,NURSTA only,Successful approaches,0.14,0.21,20,-0.07,1.45,-2.58557389123021,5.485573891230211,-20.71428571428571,0.5,0.1511732692500018,flipped
Visibility response,low,Normal load,NURSTA only,Successful approaches,0.14,0.07,20,-0.07,-1.0,-4.477201536626226,2.477201536626226,14.285714285714285,0.55,-0.1209991846071091,weakened
Visibility response,high,Normal load,NURSTA only,Visible staff encounters,0.14,0.21,20,548.38,596.45,55.25427436647294,1137.645725633527,1.087658193223677,0.7,0.4636945501357362,stable
Visibility response,low,Normal load,NURSTA only,Visible staff encounters,0.14,0.07,20,548.38,320.15,-305.17157147317744,945.4715714731774,0.5838104963711295,0.6,0.2154082845280671,weakened
